id,sta,ymd,ydec,doy,x,y,z,zone,utm_e,utm_n,lat,lon,ell_h,msl_h
KOGD300,KOGD,2020-10-26 00:00:00,2020.8196721,300,-1356671.06839,6098368.01599,1280387.72225,47,886290.0880,1291158.4215,11.658062953615,102.542041337367,35.9504,55.7902
KOGD301,KOGD,2020-10-27 00:00:00,2020.8224044,301,-1356671.07035,6098368.03576,1280387.72486,47,886290.0856,1291158.4200,11.658062940717,102.542041315500,35.9702,55.8100
KOGD302,KOGD,2020-10-28 00:00:00,2020.8251366,302,-1356671.07120,6098368.02998,1280387.72180,47,886290.0877,1291158.4181,11.658062923553,102.542041334660,35.9642,55.8041
KOGD303,KOGD,2020-10-29 00:00:00,2020.8278689,303,-1356671.06801,6098368.02899,1280387.72489,47,886290.0848,1291158.4215,11.658062953947,102.542041308058,35.9632,55.8030
KOGD304,KOGD,2020-10-30 00:00:00,2020.8306011,304,-1356671.06680,6098368.01718,1280387.72055,47,886290.0862,1291158.4196,11.658062937055,102.542041320767,35.9508,55.7906
KOGD305,KOGD,2020-10-31 00:00:00,2020.8333333,305,-1356671.06909,6098368.02874,1280387.72075,47,886290.0859,1291158.4174,11.658062917321,102.542041318182,35.9624,55.8022
KOGD307,KOGD,2020-11-02 00:00:00,2020.8387978,307,-1356671.06799,6098368.01676,1280387.72211,47,886290.0874,1291158.4212,11.658062951159,102.542041332248,35.9510,55.7908
KOGD308,KOGD,2020-11-03 00:00:00,2020.8415301,308,-1356671.06918,6098368.02519,1280387.73227,47,886290.0866,1291158.4294,11.658063025584,102.542041326048,35.9614,55.8012
KOGD309,KOGD,2020-11-04 00:00:00,2020.8442623,309,-1356671.06856,6098368.01452,1280387.72632,47,886290.0884,1291158.4257,11.658062992273,102.542041341771,35.9498,55.7896
KOGD310,KOGD,2020-11-05 00:00:00,2020.8469945,310,-1356671.07212,6098368.02887,1280387.72752,47,886290.0888,1291158.4239,11.658062975898,102.542041345073,35.9645,55.8043
KOGD311,KOGD,2020-11-06 00:00:00,2020.8497268,311,-1356671.07362,6098368.02809,1280387.72923,47,886290.0904,1291158.4257,11.658062991793,102.542041360054,35.9645,55.8043
KOGD313,KOGD,2020-11-08 00:00:00,2020.8551913,313,-1356671.07664,6098368.03455,1280387.72604,47,886290.0920,1291158.4212,11.658062950801,102.542041374280,35.9706,55.8104
